image_id,x_min,y_min,x_max,y_max,class_id,original_width,original_height,transformed_width,transformed_height,fold
0005e8e3701dfb1dd93d53e2ff537b6e,150.41665649414062,97.5,200.6666717529297,148.16665649414062,7.0,3072,3072,512,512,0
0005e8e3701dfb1dd93d53e2ff537b6e,150.0,97.83333333333331,200.8333333333333,148.0,6.0,3072,3072,512,512,0
0005e8e3701dfb1dd93d53e2ff537b6e,155.33333333333334,94.5,199.5,149.33333333333334,4.0,3072,3072,512,512,0
0005e8e3701dfb1dd93d53e2ff537b6e,155.33333333333334,94.5,199.5,149.33333333333334,8.0,3072,3072,512,512,0
009d4c31ebf87e51c5c8c160a4bd8006,129.76104272266474,179.53217993079585,228.00868935553947,299.9003460207613,4.0,2762,2890,512,536,0
009d4c31ebf87e51c5c8c160a4bd8006,61.2348518371582,92.48626899719238,232.8283843994141,450.8087577819824,10.0,2762,2890,512,536,0
009d4c31ebf87e51c5c8c160a4bd8006,392.0637219406227,275.4186851211073,429.50905141202026,316.96332179930795,13.0,2762,2890,512,536,0
009d4c31ebf87e51c5c8c160a4bd8006,130.1317901611328,196.87336111068728,228.2867431640625,281.4463758468628,7.0,2762,2890,512,536,0
009d4c31ebf87e51c5c8c160a4bd8006,273.05430847212165,189.918339100346,337.7494569152788,239.0671280276817,0.0,2762,2890,512,536,0
009d4c31ebf87e51c5c8c160a4bd8006,392.9905865314989,278.2006920415225,405.22519913106447,314.9231833910035,7.0,2762,2890,512,536,0
009d837e29ba400e03856cf8d6a5b545,257.9259338378906,133.62963676452637,308.8148193359375,188.7407493591309,0.0,2304,2880,512,640,0
009d837e29ba400e03856cf8d6a5b545,124.44444444444444,65.77777777777777,191.3333333333333,93.55555555555556,11.0,2304,2880,512,640,0
009d837e29ba400e03856cf8d6a5b545,301.77777777777777,64.0,355.55555555555554,79.33333333333334,11.0,2304,2880,512,640,0
00aca42a24e4ea6066cca2546150c36e,401.5652754590985,298.4712382190445,437.2941569282137,374.2001949951251,10.0,2995,3077,512,526,0
00aca42a24e4ea6066cca2546150c36e,140.18030050083473,57.26681832954176,192.8333889816361,78.12219694507637,11.0,2995,3077,512,526,0
00aca42a24e4ea6066cca2546150c36e,341.7322203672788,67.52356191095222,379.8544240400668,95.38771530711732,11.0,2995,3077,512,526,0
00aca42a24e4ea6066cca2546150c36e,376.2644407345576,289.411114722132,431.1398998330551,343.7718557036074,7.0,2995,3077,512,526,0
00aca42a24e4ea6066cca2546150c36e,258.307861328125,133.05275696516037,312.1575927734375,195.8468236327172,0.0,2995,3077,512,526,0
00aca42a24e4ea6066cca2546150c36e,186.8500834724541,282.0604484887878,391.8210350584307,349.4130646733832,3.0,2995,3077,512,526,0
00aca42a24e4ea6066cca2546150c36e,57.61068447412354,170.6038349041274,135.56460767946578,340.6948326291843,7.0,2995,3077,512,526,0
00bcb82818ea83d6a86df241762cd7d0,166.0,309.5,355.5,391.5,3.0,2048,2500,512,625,0
00bcb82818ea83d6a86df241762cd7d0,381.0,369.75,416.75,422.75,11.0,2048,2500,512,625,0
00bcb82818ea83d6a86df241762cd7d0,175.25,162.5,214.0,384.75,9.0,2048,2500,512,625,0
00bcb82818ea83d6a86df241762cd7d0,381.0,369.75,416.75,422.75,10.0,2048,2500,512,625,0
00bcb82818ea83d6a86df241762cd7d0,232.75,137.75,285.75,215.25,0.0,2048,2500,512,625,0
011244ab511b20130d846f5f8f0c3866,232.2222137451172,191.22222900390625,414.3333435058594,252.8333282470703,3.0,3072,3072,512,512,0
0114c5cd093c742334d5a5fa14140421,100.78740157480316,396.14388020833337,110.86614173228348,427.57747395833337,10.0,2540,3072,512,619,0
0114c5cd093c742334d5a5fa14140421,214.4755905511811,322.39583333333337,399.9244094488189,393.12141927083337,3.0,2540,3072,512,619,0
0114c5cd093c742334d5a5fa14140421,273.4026184082031,137.8913958221674,333.5390930175781,200.22124975919724,0.0,2540,3072,512,619,0
0114c5cd093c742334d5a5fa14140421,303.16850393700787,142.0556640625,324.1322834645669,184.974609375,2.0,2540,3072,512,619,0
0114c5cd093c742334d5a5fa14140421,453.54330708661416,411.86067708333337,463.4204724409449,431.607421875,11.0,2540,3072,512,619,0
0114c5cd093c742334d5a5fa14140421,100.78740157480316,396.14388020833337,110.86614173228348,427.57747395833337,11.0,2540,3072,512,619,0
0114c5cd093c742334d5a5fa14140421,453.54330708661416,411.86067708333337,463.4204724409449,431.607421875,10.0,2540,3072,512,619,0
011ae9520e81f1efe71c9d954ec07d09,412.3333333333333,302.0,422.5,314.1666666666667,9.0,3072,3072,512,512,0
011ae9520e81f1efe71c9d954ec07d09,263.3333333333333,163.0,314.1666666666667,218.16666666666663,0.0,3072,3072,512,512,0
011ae9520e81f1efe71c9d954ec07d09,111.83333333333331,342.3333333333333,165.83333333333334,380.1666666666667,7.0,3072,3072,512,512,0
011ae9520e81f1efe71c9d954ec07d09,111.83333333333331,342.3333333333333,165.83333333333334,380.1666666666667,9.0,3072,3072,512,512,0
011ae9520e81f1efe71c9d954ec07d09,127.83333333333331,205.66666666666663,186.0,230.8333333333333,6.0,3072,3072,512,512,0
011ae9520e81f1efe71c9d954ec07d09,412.3333333333333,302.0,422.5,314.1666666666667,8.0,3072,3072,512,512,0
011ae9520e81f1efe71c9d954ec07d09,174.77777099609375,108.27777862548828,227.6110992431641,120.16666412353516,11.0,3072,3072,512,512,0
011ae9520e81f1efe71c9d954ec07d09,290.6666564941406,99.61111450195312,350.1666564941406,117.11111450195312,11.0,3072,3072,512,512,0
011ae9520e81f1efe71c9d954ec07d09,190.5555419921875,290.3333435058594,389.388916015625,373.2221984863281,3.0,3072,3072,512,512,0
011ae9520e81f1efe71c9d954ec07d09,125.25,207.0,180.6666717529297,224.83334350585932,13.0,3072,3072,512,512,0
011ae9520e81f1efe71c9d954ec07d09,136.16666666666666,297.8333333333333,190.66666666666663,333.1666666666667,6.0,3072,3072,512,512,0
