image_id,x_min,y_min,x_max,y_max,class_id,width,height
0005e8e3701dfb1dd93d53e2ff537b6e,155.33333333333334,94.5,199.5,149.33333333333334,8.0,3072,3072
0005e8e3701dfb1dd93d53e2ff537b6e,155.33333333333334,94.5,199.5,149.33333333333334,4.0,3072,3072
0005e8e3701dfb1dd93d53e2ff537b6e,150.0,97.83333333333331,200.8333333333333,148.0,7.0,3072,3072
0005e8e3701dfb1dd93d53e2ff537b6e,150.83333333333334,97.16666666666669,200.5,148.33333333333334,7.0,3072,3072
0005e8e3701dfb1dd93d53e2ff537b6e,150.0,97.83333333333331,200.8333333333333,148.0,6.0,3072,3072
0007d316f756b3fa0baea2ff514ce945,175.55555555555554,112.71111111111112,232.66666666666663,128.88888888888889,11.0,2304,2880
0007d316f756b3fa0baea2ff514ce945,181.77777777777777,120.35555555555555,219.3333333333333,166.93333333333334,13.0,2304,2880
0007d316f756b3fa0baea2ff514ce945,309.3333333333333,124.8,337.3333333333333,140.44444444444446,13.0,2304,2880
0007d316f756b3fa0baea2ff514ce945,138.0,119.64444444444445,227.77777777777777,151.2888888888889,11.0,2304,2880
0007d316f756b3fa0baea2ff514ce945,410.44444444444446,250.48888888888888,465.1111111111111,372.6222222222222,5.0,2304,2880
0007d316f756b3fa0baea2ff514ce945,181.77777777777777,120.35555555555555,219.3333333333333,166.93333333333334,11.0,2304,2880
0007d316f756b3fa0baea2ff514ce945,274.44444444444446,181.51111111111112,329.3333333333333,227.7333333333333,0.0,2304,2880
0007d316f756b3fa0baea2ff514ce945,178.66666666666666,127.28888888888888,190.44444444444449,163.55555555555554,13.0,2304,2880
0007d316f756b3fa0baea2ff514ce945,283.3333333333333,184.7111111111111,332.8888888888889,220.62222222222223,0.0,2304,2880
0007d316f756b3fa0baea2ff514ce945,200.44444444444449,324.8,406.44444444444446,362.1333333333333,3.0,2304,2880
0007d316f756b3fa0baea2ff514ce945,118.88888888888889,310.7555555555556,207.11111111111111,357.8666666666667,5.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,285.55555555555554,0.0,384.44444444444446,43.37777777777778,9.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,76.66666666666667,3.2,161.77777777777777,56.17777777777778,9.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,37.77777777777778,84.97777777777777,452.0,263.46666666666664,7.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,237.3333333333333,91.91111111111113,300.0,136.53333333333333,0.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,9.555555555555555,0.0,196.0,255.11111111111111,9.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,461.3333333333333,208.17777777777772,500.44444444444446,320.0,9.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,468.44444444444446,208.35555555555555,507.55555555555554,326.0444444444444,9.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,465.1111111111111,213.3333333333333,471.77777777777777,221.1555555555556,9.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,104.22222222222224,53.86666666666667,173.55555555555554,65.6,11.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,263.1111111111111,43.73333333333333,352.44444444444446,58.13333333333333,11.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,263.1111111111111,43.73333333333333,352.44444444444446,58.13333333333333,7.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,262.6666666666667,0.1777777777777777,466.6666666666667,263.8222222222222,9.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,2.2222222222222223,257.6,15.11111111111111,299.9111111111111,9.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,16.0,369.06666666666666,36.0,432.1777777777778,9.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,73.11111111111111,0.0,394.8888888888889,51.73333333333333,9.0,2304,2880
000d68e42b71d3eac10ccc077aba07c1,301.1111111111111,109.5111111111111,377.77777777777777,209.24444444444444,13.0,2304,2880
00150343289f317a0ad5629d5b7d9ef9,228.929900990099,61.65231259968102,273.1342574257426,172.50398724082933,9.0,2525,2508
00150343289f317a0ad5629d5b7d9ef9,51.50415841584159,257.4290271132376,81.51445544554456,292.7464114832536,10.0,2525,2508
00150343289f317a0ad5629d5b7d9ef9,42.37940594059406,244.7719298245614,111.93029702970296,284.98883572567786,11.0,2525,2508
00150343289f317a0ad5629d5b7d9ef9,42.37940594059406,244.7719298245614,111.93029702970296,284.98883572567786,10.0,2525,2508
00150343289f317a0ad5629d5b7d9ef9,165.86772277227723,214.9665071770335,387.90336633663367,273.5566188197767,3.0,2525,2508
